id,stock,Nasdaq Traded,security_name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
493,BSCM,Y,Invesco BulletShares 2022 Corporate Bond ETF,Q,G,Y,100.0,N,N,,BSCM,N
494,BSD,Y,BlackRock Strategic Municipal Trust Inc. (The) Common Stock,N, ,N,100.0,N,,BSD,BSD,N
495,BSE,Y,Blackrock New York Municipal Income Quality Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,BSE,BSE,N
496,BSET,Y,"Bassett Furniture Industries, Incorporated - Common Stock",Q,Q,N,100.0,N,N,,BSET,N
497,BSL,Y,Blackstone GSO Senior Floating Rate Term Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,BSL,BSL,N
498,BSMX,Y,"Banco Santander Mexico, S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",N, ,N,100.0,N,,BSMX,BSMX,N
499,BSQR,Y,BSQUARE Corporation - Common Stock,Q,S,N,100.0,N,N,,BSQR,N
500,BSRR,Y,Sierra Bancorp - Common Stock,Q,Q,N,100.0,N,N,,BSRR,N
501,BST,Y,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,BST,BST,N
502,BSTC,Y,BioSpecifics Technologies Corp - Common Stock,Q,G,N,100.0,N,D,,BSTC,N
503,BSX,Y,Boston Scientific Corporation Common Stock,N, ,N,100.0,N,,BSX,BSX,N
504,BTA,Y,BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,BTA,BTA,N
505,BTE,Y,Baytex Energy Corp,N, ,N,100.0,N,,BTE,BTE,N
506,BTG,Y,B2Gold Corp Common shares (Canada),A, ,N,100.0,N,,BTG,BTG,N
507,BTI,Y,"British American Tobacco  Industries, p.l.c. Common Stock ADR",N, ,N,100.0,N,,BTI,BTI,N
508,BTN,Y,"Ballantyne Strong, Inc. Common Stock",A, ,N,100.0,N,,BTN,BTN,N
509,BTT,Y,BlackRock Municipal 2030 Target Term Trust,N, ,N,100.0,N,,BTT,BTT,N
510,BTU,Y,Peabody Energy Corporation Common Stock ,N, ,N,100.0,N,,BTU,BTU,N
511,BUD,Y,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),N, ,N,100.0,N,,BUD,BUD,N
512,BUI,Y,"BlackRock Utility, Infrastructure & Power Opportunities Trust",N, ,N,100.0,N,,BUI,BUI,N
513,BURL,Y,"Burlington Stores, Inc. Common Stock",N, ,N,100.0,N,,BURL,BURL,N
514,BUSE,Y,First Busey Corporation - Common Stock,Q,Q,N,100.0,N,N,,BUSE,N
515,BV,Y,"BrightView Holdings, Inc. Common Stock",N, ,N,100.0,N,,BV,BV,N
516,BVN,Y,Buenaventura Mining Company Inc.,N, ,N,100.0,N,,BVN,BVN,N
517,BVSN,Y,"BroadVision, Inc. - Common Stock",Q,S,N,100.0,N,N,,BVSN,N
518,BWA,Y,BorgWarner Inc. Common Stock,N, ,N,100.0,N,,BWA,BWA,N
519,BWEN,Y,"Broadwind Energy, Inc. - Common Stock",Q,S,N,100.0,N,N,,BWEN,N
520,BWFG,Y,"Bankwell Financial Group, Inc. - Common Stock",Q,G,N,100.0,N,N,,BWFG,N
521,BWG,Y,BrandywineGLOBAL Global Income Opportunities Fund Inc.,N, ,N,100.0,N,,BWG,BWG,N
522,BWX,Y,SPDR Bloomberg Barclays Intl Treasury Bd,P, ,Y,100.0,N,,BWX,BWX,N
523,BWZ,Y,SPDR Bloomberg Barclays Short Term International Treasury Bond ETF,P, ,Y,100.0,N,,BWZ,BWZ,N
524,BX,Y,The Blackstone Group Inc. Class A Common Stock,N, ,N,100.0,N,,BX,BX,N
525,BXC,Y,Bluelinx Holdings Inc. Common Stock,N, ,N,100.0,N,,BXC,BXC,N
526,BXMX,Y,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,BXMX,BXMX,N
527,BXP,Y,"Boston Properties, Inc. Common Stock",N, ,N,100.0,N,,BXP,BXP,N
528,BXS,Y,BancorpSouth Bank Common Stock,N, ,N,100.0,N,,BXS,BXS,N
529,BYD,Y,Boyd Gaming Corporation Common Stock,N, ,N,100.0,N,,BYD,BYD,N
530,BYFC,Y,Broadway Financial Corporation - Common Stock,Q,S,N,100.0,N,N,,BYFC,N
531,BZH,Y,"Beazer Homes USA, Inc. Common Stock",N, ,N,100.0,N,,BZH,BZH,N
532,BZM,Y,BlackRock Maryland Municipal Bond Trust Common shares of beneficial interest,N, ,N,100.0,N,,BZM,BZM,N
533,BZQ,Y,ProShares UltraShort MSCI Brazil Capped,P, ,Y,100.0,N,,BZQ,BZQ,N
534,C,Y,"Citigroup, Inc. Common Stock",N, ,N,100.0,N,,C,C,N
535,CAAS,Y,"China Automotive Systems, Inc. - Common Stock",Q,S,N,100.0,N,N,,CAAS,N
536,CAC,Y,Camden National Corporation - Common Stock,Q,Q,N,100.0,N,N,,CAC,N
537,CACI,Y,"CACI International, Inc. Class A Common Stock",N, ,N,100.0,N,,CACI,CACI,N
538,CAE,Y,CAE Inc. Ordinary Shares,N, ,N,100.0,N,,CAE,CAE,N
539,CAF,Y,Morgan Stanley China A Share Fund Inc. Common Stock,N, ,N,100.0,N,,CAF,CAF,N
540,CAG,Y,"ConAgra Brands, Inc. Common Stock",N, ,N,100.0,N,,CAG,CAG,N
541,CAJ,Y,"Canon, Inc. American Depositary Shares",N, ,N,100.0,N,,CAJ,CAJ,N
542,CAKE,Y,The Cheesecake Factory Incorporated - Common Stock,Q,Q,N,100.0,N,N,,CAKE,N
543,CALA,Y,"Calithera Biosciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CALA,N
544,CALM,Y,"Cal-Maine Foods, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CALM,N
545,CALX,Y,"Calix, Inc Common Stock",N, ,N,100.0,N,,CALX,CALX,N
546,CAMP,Y,CalAmp Corp. - Common Stock,Q,Q,N,100.0,N,N,,CAMP,N
547,CAMT,Y,Camtek Ltd. - Ordinary Shares,Q,G,N,100.0,N,N,,CAMT,N
548,CANF,Y,Can-Fite Biopharma Ltd Sponsored ADR (Israel),A, ,N,100.0,N,,CANF,CANF,N
549,CAPL,Y,CrossAmerica Partners LP Common Units representing limited partner interests,N, ,N,100.0,N,,CAPL,CAPL,N
550,CAR,Y,"Avis Budget Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CAR,N
551,CARA,Y,"Cara Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,CARA,N
552,CARO,Y,Carolina Financial Corporation - Common Stock,Q,S,N,100.0,N,N,,CARO,N
553,CARV,Y,"Carver Bancorp, Inc. - Common Stock",Q,S,N,100.0,N,N,,CARV,N
554,CARZ,Y,First Trust NASDAQ Global Auto Index Fund,Q,G,Y,100.0,N,N,,CARZ,N
555,CASH,Y,"Meta Financial Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CASH,N
556,CASI,Y,"CASI Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,N,,CASI,N
557,CASS,Y,"Cass Information Systems, Inc - Common Stock",Q,Q,N,100.0,N,N,,CASS,N
558,CASY,Y,"Caseys General Stores, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CASY,N
559,CAT,Y,"Caterpillar, Inc. Common Stock",N, ,N,100.0,N,,CAT,CAT,N
560,CATM,Y,Cardtronics plc - Common Stock,Q,Q,N,100.0,N,N,,CATM,N
561,CATO,Y,Cato Corporation (The) Class A Common Stock,N, ,N,100.0,N,,CATO,CATO,N
562,CATY,Y,Cathay General Bancorp - Common Stock,Q,Q,N,100.0,N,N,,CATY,N
563,CBAY,Y,CymaBay Therapeutics Inc. - Common Stock,Q,Q,N,100.0,N,N,,CBAY,N
564,CBB,Y,Cincinnati Bell Inc. Common Stock,N, ,N,100.0,N,,CBB,CBB,N
565,CBFV,Y,"CB Financial Services, Inc. - Common Stock",Q,G,N,100.0,N,N,,CBFV,N
566,CBLI,Y,"Cleveland BioLabs, Inc. - Common Stock",Q,S,N,100.0,N,D,,CBLI,N
567,CBMG,Y,"Cellular Biomedicine Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CBMG,N
568,CBNK,Y,"Capital Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CBNK,N
569,CBON,Y,VanEck Vectors ChinaAMC China Bond ETF,P, ,Y,100.0,N,,CBON,CBON,N
570,CBPO,Y,"China Biologic Products Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CBPO,N
571,CBSH,Y,"Commerce Bancshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,CBSH,N
572,CBSHP,Y,"Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock",Q,Q,N,100.0,N,N,,CBSHP,N
573,CBT,Y,Cabot Corporation Common Stock,N, ,N,100.0,N,,CBT,CBT,N
574,CBZ,Y,"CBIZ, Inc. Common Stock",N, ,N,100.0,N,,CBZ,CBZ,N
